date,value,index
2025-03-01,-0.06,ONI
2025-04-01,0.02,ONI
2025-05-01,-0.02,ONI
2025-06-01,-0.04,ONI
2025-07-01,-0.14,ONI
2025-08-01,-0.28,ONI
2025-09-01,-0.4,ONI
2025-10-01,-0.51,ONI
2025-11-01,-0.55,ONI
2025-12-01,-0.54,ONI
2026-01-01,-0.39,ONI
1948-01-01,-0.11,PDO
1948-02-01,-0.74,PDO
1948-03-01,-0.03,PDO
1948-04-01,-1.33,PDO
1948-05-01,-0.23,PDO
1948-06-01,0.08,PDO
1948-07-01,-0.92,PDO
1948-08-01,-1.56,PDO
1948-09-01,-1.74,PDO
1948-10-01,-1.32,PDO
1948-11-01,-0.89,PDO
1948-12-01,-1.7,PDO
1949-01-01,-2.01,PDO
1949-02-01,-3.6,PDO
1949-03-01,-1.0,PDO
1949-04-01,-0.53,PDO
1949-05-01,-1.07,PDO
1949-06-01,-0.7,PDO
1949-07-01,-0.56,PDO
1949-08-01,-1.3,PDO
1949-09-01,-0.93,PDO
1949-10-01,-1.41,PDO
1949-11-01,-0.83,PDO
1949-12-01,-0.8,PDO
1950-01-01,-2.13,PDO
1950-02-01,-2.91,PDO
1950-03-01,-1.13,PDO
1950-04-01,-1.2,PDO
1950-05-01,-2.23,PDO
1950-06-01,-1.77,PDO
1950-07-01,-2.93,PDO
1950-08-01,-0.7,PDO
1950-09-01,-2.14,PDO
1950-10-01,-1.36,PDO
1950-11-01,-2.46,PDO
1950-12-01,-0.76,PDO
1951-01-01,-1.54,PDO
1951-02-01,-1.06,PDO
1951-03-01,-1.9,PDO
1951-04-01,-0.36,PDO
1951-05-01,-0.25,PDO
1951-06-01,-1.09,PDO
1951-07-01,0.7,PDO
1951-08-01,-1.37,PDO
1951-09-01,-0.08,PDO
1951-10-01,-0.32,PDO
1951-11-01,-0.28,PDO
1951-12-01,-1.68,PDO
1952-01-01,-2.01,PDO
1952-02-01,-0.46,PDO
1952-03-01,-0.63,PDO
1952-04-01,-1.05,PDO
1952-05-01,-1.0,PDO
1952-06-01,-1.43,PDO
1952-07-01,-1.25,PDO
1952-08-01,-0.6,PDO
1952-09-01,-0.89,PDO
1952-10-01,-0.35,PDO
1952-11-01,-0.76,PDO
1952-12-01,0.04,PDO
1953-01-01,-0.57,PDO
1953-02-01,-0.07,PDO
1953-03-01,-1.12,PDO
1953-04-01,0.05,PDO
1953-05-01,0.43,PDO
1953-06-01,0.29,PDO
1953-07-01,0.74,PDO
1953-08-01,0.05,PDO
1953-09-01,-0.63,PDO
1953-10-01,-1.09,PDO
1953-11-01,-0.03,PDO
1953-12-01,0.07,PDO
1954-01-01,-1.32,PDO
1954-02-01,-1.61,PDO
1954-03-01,-0.52,PDO
1954-04-01,-1.33,PDO
1954-05-01,0.01,PDO
1954-06-01,0.97,PDO
1954-07-01,0.43,PDO
1954-08-01,0.08,PDO
1954-09-01,-0.94,PDO
1954-10-01,0.52,PDO
1954-11-01,0.72,PDO
1954-12-01,-0.5,PDO
1955-01-01,0.2,PDO
1955-02-01,-1.52,PDO
1955-03-01,-1.26,PDO
1955-04-01,-1.97,PDO
1955-05-01,-1.21,PDO
1955-06-01,-2.44,PDO
1955-07-01,-2.35,PDO
1955-08-01,-2.25,PDO
1955-09-01,-1.95,PDO
1955-10-01,-2.8,PDO
1955-11-01,-3.08,PDO
1955-12-01,-2.75,PDO
1956-01-01,-2.48,PDO
1956-02-01,-2.74,PDO
1956-03-01,-2.56,PDO
1956-04-01,-2.17,PDO
1956-05-01,-1.41,PDO
1956-06-01,-1.7,PDO
1956-07-01,-1.03,PDO
1956-08-01,-1.16,PDO
1956-09-01,-0.71,PDO
1956-10-01,-2.3,PDO
1956-11-01,-2.11,PDO
1956-12-01,-1.28,PDO
1957-01-01,-1.82,PDO
1957-02-01,-0.68,PDO
1957-03-01,0.03,PDO
1957-04-01,-0.58,PDO
1957-05-01,0.57,PDO
1957-06-01,1.76,PDO
1957-07-01,0.72,PDO
1957-08-01,0.51,PDO
1957-09-01,1.59,PDO
1957-10-01,1.5,PDO
1957-11-01,-0.32,PDO
1957-12-01,-0.55,PDO
1958-01-01,0.25,PDO
1958-02-01,0.62,PDO
1958-03-01,0.25,PDO
1958-04-01,1.06,PDO
1958-05-01,1.28,PDO
1958-06-01,1.33,PDO
1958-07-01,0.89,PDO
1958-08-01,1.06,PDO
1958-09-01,0.29,PDO
1958-10-01,0.01,PDO
1958-11-01,-0.18,PDO
1958-12-01,0.86,PDO
1959-01-01,0.69,PDO
1959-02-01,-0.43,PDO
1959-03-01,-0.95,PDO
1959-04-01,-0.02,PDO
1959-05-01,0.23,PDO
1959-06-01,0.44,PDO
1959-07-01,-0.5,PDO
1959-08-01,-0.62,PDO
1959-09-01,-0.85,PDO
1959-10-01,0.52,PDO
1959-11-01,1.11,PDO
1959-12-01,0.06,PDO
1960-01-01,0.3,PDO
1960-02-01,0.52,PDO
1960-03-01,-0.21,PDO
1960-04-01,0.09,PDO
1960-05-01,0.91,PDO
1960-06-01,0.64,PDO
1960-07-01,-0.27,PDO
1960-08-01,-0.38,PDO
1960-09-01,-0.94,PDO
1960-10-01,0.09,PDO
1960-11-01,-0.23,PDO
1960-12-01,0.17,PDO
1961-01-01,1.18,PDO
1961-02-01,0.43,PDO
1961-03-01,0.09,PDO
1961-04-01,0.34,PDO
1961-05-01,-0.06,PDO
1961-06-01,-0.61,PDO
1961-07-01,-1.22,PDO
1961-08-01,-1.13,PDO
1961-09-01,-2.01,PDO
1961-10-01,-2.28,PDO
1961-11-01,-1.85,PDO
1961-12-01,-2.69,PDO
1962-01-01,-1.29,PDO
1962-02-01,-1.15,PDO
1962-03-01,-1.42,PDO
1962-04-01,-0.8,PDO
1962-05-01,-1.22,PDO
1962-06-01,-1.62,PDO
1962-07-01,-1.46,PDO
1962-08-01,-0.48,PDO
1962-09-01,-1.58,PDO
1962-10-01,-1.55,PDO
1962-11-01,-0.37,PDO
1962-12-01,-0.96,PDO
1963-01-01,-0.33,PDO
1963-02-01,-0.16,PDO
1963-03-01,-0.54,PDO
1963-04-01,-0.41,PDO
1963-05-01,-0.65,PDO
1963-06-01,-0.88,PDO
1963-07-01,-1.0,PDO
1963-08-01,-1.03,PDO
1963-09-01,0.45,PDO
1963-10-01,-0.52,PDO
1963-11-01,-2.08,PDO
1963-12-01,-1.08,PDO
1964-01-01,0.01,PDO
1964-02-01,-0.21,PDO
1964-03-01,-0.87,PDO
1964-04-01,-1.03,PDO
1964-05-01,-1.91,PDO
1964-06-01,-0.32,PDO
1964-07-01,-0.51,PDO
1964-08-01,-1.03,PDO
1964-09-01,-0.68,PDO
1964-10-01,-0.37,PDO
1964-11-01,-0.8,PDO
1964-12-01,-1.52,PDO
1965-01-01,-1.24,PDO
1965-02-01,-1.16,PDO
1965-03-01,0.04,PDO
1965-04-01,0.62,PDO
1965-05-01,-0.66,PDO
1965-06-01,-0.8,PDO
1965-07-01,-0.47,PDO
1965-08-01,0.2,PDO
1965-09-01,0.59,PDO
1965-10-01,-0.36,PDO
1965-11-01,-0.59,PDO
1965-12-01,0.06,PDO
1966-01-01,-0.82,PDO
1966-02-01,-0.03,PDO
1966-03-01,-1.29,PDO
1966-04-01,0.06,PDO
1966-05-01,-0.53,PDO
1966-06-01,0.16,PDO
1966-07-01,0.26,PDO
1966-08-01,-0.35,PDO
1966-09-01,-0.33,PDO
1966-10-01,-1.17,PDO
1966-11-01,-1.15,PDO
1966-12-01,-0.32,PDO
1967-01-01,-0.2,PDO
1967-02-01,-0.18,PDO
1967-03-01,-1.2,PDO
1967-04-01,-0.89,PDO
1967-05-01,-1.24,PDO
1967-06-01,-1.16,PDO
1967-07-01,-0.89,PDO
1967-08-01,-1.24,PDO
1967-09-01,-0.72,PDO
1967-10-01,-0.64,PDO
1967-11-01,-0.05,PDO
1967-12-01,-0.4,PDO
1968-01-01,-0.95,PDO
1968-02-01,-0.4,PDO
1968-03-01,-0.31,PDO
1968-04-01,-1.03,PDO
1968-05-01,-0.53,PDO
1968-06-01,-0.35,PDO
1968-07-01,0.53,PDO
1968-08-01,0.19,PDO
1968-09-01,0.06,PDO
1968-10-01,-0.34,PDO
1968-11-01,-0.44,PDO
1968-12-01,-1.27,PDO
1969-01-01,-1.26,PDO
1969-02-01,-0.95,PDO
1969-03-01,-0.5,PDO
1969-04-01,-0.44,PDO
1969-05-01,-0.2,PDO
1969-06-01,0.89,PDO
1969-07-01,0.1,PDO
1969-08-01,-0.81,PDO
1969-09-01,-0.66,PDO
1969-10-01,1.12,PDO
1969-11-01,0.15,PDO
1969-12-01,1.38,PDO
1970-01-01,0.61,PDO
1970-02-01,0.43,PDO
1970-03-01,1.33,PDO
1970-04-01,0.43,PDO
1970-05-01,-0.49,PDO
1970-06-01,0.06,PDO
1970-07-01,-0.68,PDO
1970-08-01,-1.63,PDO
1970-09-01,-1.67,PDO
1970-10-01,-1.39,PDO
1970-11-01,-0.8,PDO
1970-12-01,-0.97,PDO
1971-01-01,-1.9,PDO
1971-02-01,-1.74,PDO
1971-03-01,-1.68,PDO
1971-04-01,-1.59,PDO
1971-05-01,-1.55,PDO
1971-06-01,-1.55,PDO
1971-07-01,-2.2,PDO
1971-08-01,-0.15,PDO
1971-09-01,0.21,PDO
1971-10-01,-0.22,PDO
1971-11-01,-1.25,PDO
1971-12-01,-1.87,PDO
1972-01-01,-1.99,PDO
1972-02-01,-1.83,PDO
1972-03-01,-2.09,PDO
1972-04-01,-1.65,PDO
1972-05-01,-1.57,PDO
1972-06-01,-1.87,PDO
1972-07-01,-0.83,PDO
1972-08-01,0.25,PDO
1972-09-01,0.17,PDO
1972-10-01,0.11,PDO
1972-11-01,0.57,PDO
1972-12-01,-0.33,PDO
1973-01-01,-0.46,PDO
1973-02-01,-0.61,PDO
1973-03-01,-0.5,PDO
1973-04-01,-0.69,PDO
1973-05-01,-0.76,PDO
1973-06-01,-0.97,PDO
1973-07-01,-0.57,PDO
1973-08-01,-1.14,PDO
1973-09-01,-0.51,PDO
1973-10-01,-0.87,PDO
1973-11-01,-1.81,PDO
1973-12-01,-0.76,PDO
1974-01-01,-1.22,PDO
1974-02-01,-1.65,PDO
1974-03-01,-0.9,PDO
1974-04-01,-0.52,PDO
1974-05-01,-0.28,PDO
1974-06-01,-0.31,PDO
1974-07-01,-0.08,PDO
1974-08-01,0.27,PDO
1974-09-01,0.44,PDO
1974-10-01,-0.1,PDO
1974-11-01,0.43,PDO
1974-12-01,-0.12,PDO
1975-01-01,-0.84,PDO
1975-02-01,-0.71,PDO
1975-03-01,-0.51,PDO
1975-04-01,-1.3,PDO
1975-05-01,-1.02,PDO
1975-06-01,-1.16,PDO
1975-07-01,-0.4,PDO
1975-08-01,-1.07,PDO
1975-09-01,-1.23,PDO
1975-10-01,-1.29,PDO
1975-11-01,-2.08,PDO
1975-12-01,-1.61,PDO
1976-01-01,-1.14,PDO
1976-02-01,-1.85,PDO
1976-03-01,-0.96,PDO
1976-04-01,-0.89,PDO
1976-05-01,-0.68,PDO
1976-06-01,-0.67,PDO
1976-07-01,0.61,PDO
1976-08-01,1.28,PDO
1976-09-01,0.82,PDO
1976-10-01,1.11,PDO
1976-11-01,1.25,PDO
1976-12-01,1.22,PDO
1977-01-01,1.65,PDO
1977-02-01,1.11,PDO
1977-03-01,0.72,PDO
1977-04-01,0.3,PDO
1977-05-01,0.31,PDO
1977-06-01,0.42,PDO
1977-07-01,0.19,PDO
1977-08-01,0.64,PDO
1977-09-01,-0.55,PDO
1977-10-01,-0.61,PDO
1977-11-01,-0.72,PDO
1977-12-01,-0.69,PDO
1978-01-01,0.34,PDO
1978-02-01,1.45,PDO
1978-03-01,1.34,PDO
1978-04-01,1.29,PDO
1978-05-01,0.9,PDO
1978-06-01,0.15,PDO
1978-07-01,-1.24,PDO
1978-08-01,-0.56,PDO
1978-09-01,-0.44,PDO
1978-10-01,0.1,PDO
1978-11-01,-0.07,PDO
1978-12-01,-0.43,PDO
1979-01-01,-0.58,PDO
1979-02-01,-1.33,PDO
1979-03-01,0.3,PDO
1979-04-01,0.89,PDO
1979-05-01,1.09,PDO
1979-06-01,0.17,PDO
1979-07-01,0.84,PDO
1979-08-01,0.52,PDO
1979-09-01,1.0,PDO
1979-10-01,1.06,PDO
1979-11-01,0.48,PDO
1979-12-01,-0.42,PDO
1980-01-01,-0.11,PDO
1980-02-01,1.32,PDO
1980-03-01,1.09,PDO
1980-04-01,1.49,PDO
1980-05-01,1.2,PDO
1980-06-01,-0.22,PDO
1980-07-01,0.23,PDO
1980-08-01,0.51,PDO
1980-09-01,0.1,PDO
1980-10-01,1.35,PDO
1980-11-01,0.37,PDO
1980-12-01,-0.1,PDO
1981-01-01,0.59,PDO
1981-02-01,1.46,PDO
1981-03-01,0.99,PDO
1981-04-01,1.45,PDO
1981-05-01,1.75,PDO
1981-06-01,1.69,PDO
1981-07-01,0.84,PDO
1981-08-01,0.18,PDO
1981-09-01,0.42,PDO
1981-10-01,0.18,PDO
1981-11-01,0.8,PDO
1981-12-01,0.67,PDO
1982-01-01,0.34,PDO
1982-02-01,0.2,PDO
1982-03-01,0.19,PDO
1982-04-01,-0.19,PDO
1982-05-01,-0.58,PDO
1982-06-01,-0.78,PDO
1982-07-01,0.58,PDO
1982-08-01,0.39,PDO
1982-09-01,0.84,PDO
1982-10-01,0.37,PDO
1982-11-01,-0.25,PDO
1982-12-01,0.26,PDO
